LAMMPS data file via write_data, version 29 Sep 2021, timestep = 0

578 atoms
5 atom types
0 bonds
1 bond types

-9.558241268299994 9.558241268299994 xlo xhi
-7.805053999999998 7.805053999999998 ylo yhi
-300 300 zlo zhi

Masses

1 1
2 1
3 1
4 1
5 1

Pair Coeffs # lj/expand

1 1 1 0.5
2 1 1 0
3 1 1 0
4 1 1 0
5 1 1 0

Bond Coeffs # fene

1 30 1.5 1 1

Atoms # bond

38405 2131 3 0.5 6.486097145081027 4.322100201892217 0 0 0
38401 2131 5 0 7.348468904249427 4.2426404999999985 0 0 0
38413 2131 3 1 5.623724519887225 4.401559403784437 0 0 0
38412 2131 3 0 5.623724519887225 4.401559403784437 0 0 0
38424 2131 3 0.5 4.761351894693421 4.481018605676656 0 0 0
38425 2131 3 1.5 4.761351894693421 4.481018605676656 0 0 0
38461 2131 3 2.5 3.036606644305816 4.6399370094610966 0 0 0
38485 2131 3 3 2.174234885137416 4.7193967113533155 0 0 0
38512 2131 3 2.5 1.3118622599436136 4.798855913245535 0 0 0
38513 2131 3 3.5 1.3118622599436136 4.798855913245535 0 0 0
38544 2131 3 3 0.4494896347498101 4.878315115137754 0 0 0
38545 2131 3 4 0.4494896347498101 4.878315115137754 0 0 0
38440 2131 3 1 3.8989792694996184 4.560477807568876 0 0 0
38441 2131 3 2 3.8989792694996184 4.560477807568876 0 0 0
38459 2131 3 0.5 3.036606644305816 4.6399370094610966 0 0 0
38460 2131 3 1.5 3.036606644305816 4.6399370094610966 0 0 0
38483 2131 3 1 2.174234885137416 4.7193967113533155 0 0 0
38484 2131 3 2 2.174234885137416 4.7193967113533155 0 0 0
38510 2131 3 0.5 1.3118622599436136 4.798855913245535 0 0 0
38511 2131 3 1.5 1.3118622599436136 4.798855913245535 0 0 0
38542 2131 3 1 0.4494896347498101 4.878315115137754 0 0 0
38543 2131 3 2 0.4494896347498101 4.878315115137754 0 0 0
38439 2131 3 0 3.8989792694996184 4.560477807568876 0 0 0
38482 2131 3 0 2.174234885137416 4.7193967113533155 0 0 0
38541 2131 3 0 0.4494896347498101 4.878315115137754 0 0 0
38404 2131 3 -0.5 6.486097145081027 4.322100201892217 0 0 0
38411 2131 3 -1 5.623724519887225 4.401559403784437 0 0 0
38423 2131 3 -0.5 4.761351894693421 4.481018605676656 0 0 0
38422 2131 3 -1.5 4.761351894693421 4.481018605676656 0 0 0
38540 2131 3 -1 0.4494896347498101 4.878315115137754 0 0 0
38539 2131 3 -2 0.4494896347498101 4.878315115137754 0 0 0
38509 2131 3 -0.5 1.3118622599436136 4.798855913245535 0 0 0
38508 2131 3 -1.5 1.3118622599436136 4.798855913245535 0 0 0
38481 2131 3 -1 2.174234885137416 4.7193967113533155 0 0 0
38480 2131 3 -2 2.174234885137416 4.7193967113533155 0 0 0
38458 2131 3 -0.5 3.036606644305816 4.6399370094610966 0 0 0
38457 2131 3 -1.5 3.036606644305816 4.6399370094610966 0 0 0
38438 2131 3 -1 3.8989792694996184 4.560477807568876 0 0 0
38437 2131 3 -2 3.8989792694996184 4.560477807568876 0 0 0
38538 2131 3 -3 0.4494896347498101 4.878315115137754 0 0 0
38537 2131 3 -4 0.4494896347498101 4.878315115137754 0 0 0
38507 2131 3 -2.5 1.3118622599436136 4.798855913245535 0 0 0
38506 2131 3 -3.5 1.3118622599436136 4.798855913245535 0 0 0
38479 2131 3 -3 2.174234885137416 4.7193967113533155 0 0 0
38456 2131 3 -2.5 3.036606644305816 4.6399370094610966 0 0 0
38645 2131 3 5.5 0.36237262519380387 0.7865662018922197 0 0 0
38690 2131 3 6 6.87226134759337e-16 3.92700648433907e-16 0 0 0
38602 2131 3 5 1.2247452503876068 0.7071070000000002 0 0 0
38604 2131 3 5 0.7247452503876071 1.573132403784439 0 0 0
38606 2131 3 5 0.22474525038760731 2.439157807568878 0 0 0
38447 2131 3 2.5 5.536606644305816 0.30980999053890285 0 0 0
38449 2131 3 2.5 5.036606644305816 1.1758353943233417 0 0 0
38410 2131 3 1 6.123724519887225 3.535533999999999 0 0 0
38403 2131 3 0.5 6.986097145081027 3.4560747981077795 0 0 0
38408 2131 3 1 6.623724519887225 2.66950859621556 0 0 0
38416 2131 3 0.5 6.261351894693421 1.882942394323341 0 0 0
38417 2131 3 1.5 6.261351894693421 1.882942394323341 0 0 0
38407 2131 3 0 6.623724519887225 2.66950859621556 0 0 0
38419 2131 3 1.5 5.761351894693421 2.74896779810778 0 0 0
38429 2131 3 1 5.898979269499617 1.0963761924311217 0 0 0
38430 2131 3 2 5.898979269499617 1.0963761924311217 0 0 0
38428 2131 3 0 5.898979269499617 1.0963761924311217 0 0 0
38445 2131 3 0.5 5.536606644305816 0.30980999053890285 0 0 0
38446 2131 3 1.5 5.536606644305816 0.30980999053890285 0 0 0
38432 2131 3 2 5.398979269499618 1.9624015962155603 0 0 0
38421 2131 3 1.5 5.261351894693421 3.614993201892218 0 0 0
38434 2131 3 2 4.898979269499618 2.828426999999999 0 0 0
38470 2131 3 3 4.674234885137415 0.389269692431122 0 0 0
38451 2131 3 2.5 4.536606644305816 2.0418607981077805 0 0 0
38436 2131 3 2 4.398979269499618 3.694452403784438 0 0 0
38565 2131 3 4.5 1.587117009556006 1.4936727018922193 0 0 0
38567 2131 3 4.5 1.0871170095560065 2.359698105676658 0 0 0
38569 2131 3 4.5 0.5871170095560065 3.2257235094610968 0 0 0
38571 2131 3 4.5 0.08711700955600701 4.091748913245535 0 0 0
38563 2131 3 4.5 2.0871170095560063 0.6276472981077805 0 0 0
38472 2131 3 3 4.174234885137415 1.2552950962155607 0 0 0
38453 2131 3 2.5 4.036606644305816 2.907886201892219 0 0 0
38455 2131 3 2.5 3.536606644305816 3.7739116056766577 0 0 0
38474 2131 3 3 3.6742348851374156 2.1213204999999995 0 0 0
38476 2131 3 3 3.174234885137416 2.9873459037844383 0 0 0
38478 2131 3 3 2.674234885137416 3.8533713075688767 0 0 0
38501 2131 3 3.5 2.811862259943613 2.200779701892219 0 0 0
38503 2131 3 3.5 2.3118622599436134 3.0668051056766577 0 0 0
38505 2131 3 3.5 1.8118622599436132 3.9328305094610965 0 0 0
38530 2131 3 4 2.4494896347498094 1.4142134999999998 0 0 0
38532 2131 3 4 1.9494896347498094 2.2802389037844386 0 0 0
38534 2131 3 4 1.4494896347498096 3.146264307568877 0 0 0
38536 2131 3 4 0.9494896347498099 4.012289711353315 0 0 0
38497 2131 3 3.5 3.8118622599436125 0.4687288943233416 0 0 0
38499 2131 3 3.5 3.311862259943613 1.3347542981077802 0 0 0
38528 2131 3 4 2.949489634749809 0.5481880962155611 0 0 0
38415 2131 3 -0.5 6.261351894693421 1.882942394323341 0 0 0
38414 2131 3 -1.5 6.261351894693421 1.882942394323341 0 0 0
38406 2131 3 -1 6.623724519887225 2.66950859621556 0 0 0
38402 2131 3 -0.5 6.986097145081027 3.4560747981077795 0 0 0
38409 2131 3 -1 6.123724519887225 3.535533999999999 0 0 0
38427 2131 3 -1 5.898979269499617 1.0963761924311217 0 0 0
38426 2131 3 -2 5.898979269499617 1.0963761924311217 0 0 0
38418 2131 3 -1.5 5.761351894693421 2.74896779810778 0 0 0
38444 2131 3 -0.5 5.536606644305816 0.30980999053890285 0 0 0
38443 2131 3 -1.5 5.536606644305816 0.30980999053890285 0 0 0
38431 2131 3 -2 5.398979269499618 1.9624015962155603 0 0 0
38420 2131 3 -1.5 5.261351894693421 3.614993201892218 0 0 0
38433 2131 3 -2 4.898979269499618 2.828426999999999 0 0 0
38442 2131 3 -2.5 5.536606644305816 0.30980999053890285 0 0 0
38448 2131 3 -2.5 5.036606644305816 1.1758353943233417 0 0 0
